アーティスト,曲名,歌詞,ラベル
あいみょん,愛の花,言葉足らずの愛愛を貴方私は決して今を今を憎んではいない歪んだ雲が空を空を濁して私の夢は全て全て置いてきたの命ある日々静かに誰かを愛した日々空が晴れたら愛を　愛を伝えて涙は明日の為新しい花の種恋に焦がれた人は人は　天の上いつかあの場所で強く強く手を結び抱いて緑ゆれてる貴方の声が聴こえた気がする空が晴れたら逢いに　逢いに来て欲しい涙は枯れないわ明日へと繋がる輪木漏れ日と笑う大切な人を失う未来なんてこないで？空が晴れずとも愛を胸に祈るわ貴方に刺さる雨が風になり夢を呼び光になるまで空が晴れたら愛を　愛を伝えて涙は明日の為新しい花の種空が晴れたら逢いに　逢いに来て欲しい涙は枯れないわ明日へと繋がる輪言葉足らずの愛を愛の花を貴方へ,4
あいみょん,愛を知るまでは,いざ、手のなる方へと導いたのは　誰でもない自分自身なのに自信がないよ　笑っちゃうなもたついている空気が抜けたままの身体走れど走れど続く人生という名の死ぬまでのエピソードは軽いままの身体では吹き飛ばされてすぐに終わってしまうなあー、誰にもないものを持っていたいのになぁ無理矢理に抱きしめてた心を今解いて優しい心を持ちたいのだけれど時にはがむしゃらに怒って涙は真に受け止める愛を知るまでは死ねない私なのだ！導かれた運命辿って今日も明日も生きて行こう目の前に見えた星は幾千年の輝きを失いそう夢で終わる夢ならば見なくていいと　自分に言い聞かせたあー、まだ咲ききれない花のような毎日だなぁ無茶苦茶に走り続けた身体を今休めて交わることのない誰かと巡り合い無限に広がる雲に乗って見たことのない虹を見たい愛を知るまでは死ねない私なのだ！導かれる運命頼って今日も明日も生きて行こうあー、誰にもないものを持っていたいのになぁ無理矢理に抱きしめてた心を今解いて優しい心を持ちたいのだけれど時にはがむしゃらに怒って涙は真に受け止める愛を知るまでは死ねない私なのだ！導かれた運命辿って今日も明日も生きて行こう,4
あいみょん,愛を伝えたいだとか,健康的な朝だなこんな時に君の“愛してる”が聞きたいや揺れるカーテン少し浮いた前髪もすべて心地いいさそれに割れてしまった目玉焼きついてないなあバランスをとっても溢れちゃうや少し辛くて　少し酸っぱくて甘ったるかったりさとりあえず今日はバラの花に願い込めてさ馬鹿な夢で踊ろう愛を伝えたいだとか臭いことばっか考えて待っててもだんだんソファに沈んでいくだけ僕が明日良い男になるわけでもないからさ焦らずにいるよ今日は日が落ちる頃に会えるの？“完璧な男になんて惹かれない”と君が笑ってたから悔しいや腐るほどに話したいこと沢山あるのにな寂しいさ結局のところ君はさどうしたいの？まじで僕に愛される気あんの？雫が落ちてる窓際目の際お気に入りの花とりあえず今日は部屋の明かり早めに消してさどうでもいい夢を見よう明日は2人で過ごしたいなんて考えていてもドアは開かないしだんだんおセンチになるだけだ僕は愛が何だとか言うわけでもないけどただ切ないと言えばキリがないくらいなんだもう嫌だろうそく炊いてバカでかいケーキがあっても君が食いつくわけでもないだろう情けないずるい事ばかりを考えてしまう今日はバラの花もないよ汚れてるシャツに履き慣れたジーパンで愛を伝えたいだとか臭いことばっか考えて待っててもだんだんソファに沈んでいくだけ僕が明日良い男になるわけでもないからさ焦らずにいるよ今日は日が落ちる頃に会えるの？,4
あいみょん,葵,きっと僕たちが想像した未来は幼い頃見つけた石ころみたいに丸っこくて変な傷跡なんかもなくてさ平和っていう漢字の通りなんだって思っていた肝心な凡人は夢を追って島を出た胸に夢って書いて飛び出したあの大海原へ変に泣いたって空気が濁るからさじゃあねって言う　またねって言う石ころを空に投げた巨大な力で潰されそうな孤独には　その毒には独特の世界を呼び起こす魔法があるよサヨナラ　いつかの少年の影よまた会おうな　まだただいま言える場所はとっておくぜこの大空の青さを瞳のパレットに潜らせて　包み込んで涙さえも味方にきっと僕たちが創造した未来はガラスの靴や魔女が飛び交う絵本のような物語変な理由もなくそう信じていたんだヘイ　ベイビー！なんておどけて笑い汗かいて大人になった知らない間に潰されそうな幸せや野に芽吹く花がどうか最期まで咲きますように全てを光らせサヨナラ　あの日の少年の夢よまた会おうか　まだただいま言えるくらいの余裕はあるだろ？この大空の青さを心のオアシスにして泳いで　潜り込んでまた帰っておいでだから今はサヨナラ　少年の影よまた会おうな　まだただいま言える場所はとっておくぜこの大空の青さを瞳のパレットに潜らせて　包み込んで涙さえも味方に,4
あいみょん,憧れてきたんだ,私が知ってるロックスターなら数年前に墓の中掘り起こせ掘り起こそうギターをまた握らせてやろう私の知ってるシンガーソングライター数年前にメジャーを辞めた歌うこと歌うことまだ続けていてくれよお願いだ憧れて憧れて憧れてきたんだあなた達が奏でた音で私は変わったんだ私が知ってるスーパーエンターテイナー数年前から姿を見ないどこにいる？どこにいる？あの笑いをもう一度くれよ私が知ってるナイスガイなアクター数年前にブタ箱ん中出てこいよ出てこいよ最高だったとこ見せてやれよ憧れて憧れて憧れてきたんだあなた達が魅せた芸術で私が変わったんだ憧れて憧れて憧れてきたんだあなた達が奏でた音であなた達が魅せた芸術で私は変わったんだ,4
あいみょん,朝陽,「今日はちょっと早いかもゴメン」なんて言われましても私遅かれ早かれ後悔するから何でもいいよ　もう何でもどうでもいいよ　もうどうでもズタズタになってボロボロになってどっかの公園の隅にでも捨てて下さい愛されたい　愛されてみたい愛されて　愛してみたい「終電逃して何のつもり？」って聞かれた恥ずかしさ期待してないなんて言えないしというか分かってよ　もう分かってよどうでもいいよ　もうどうでもそうやっていっつも傷つけるんだどっかの誰かさんはそうやって　また明日傷つけて　気づかないで傷ついて　キスせがんでダメね　こんな私ではダメね乾電池みたいな女だよそれは自覚しているし度胸もない　包み込んでくれる故郷もない今日もいない　どうしようもないどうでもいいよ　もうどうでもズタズタになってボロボロになった心のシュレッダーの刃はもうガタガタだ愛されたい　愛されてみたい愛されて　愛してみたい愛されてみたいだけの欲望ならどんなときも貴方の事が好きだったいや今でも好きです好きです　好きです　好き気持ちの悪い自分を殴りたい少し痛い大切なとこ心臓あそこ　どこ　そこ　それが痛むの嫌いじゃない痛みダメね　こんな私ではダメね始発待ちベンチどっちの方向かも分からぬままにただまだ逢いたい痛い痛い痛いあの感触をまだ確かめて痛い愛されたい　愛されてみたい愛されて　愛してみたい傷つけて　気づかないで傷ついて　キスせがんで愛されたい　愛されてみたい愛されて　愛してみたい愛されてみたいだけの欲望ならどんなときも,4
あいみょん,あした世界が終わるとしても,今日も生きているのです僕は僕の守り方をようやく知ったのです退屈な現状それと愛情感情、どうしよういつまでたっても定まらないよ僕は僕なのになぁ大切な人も恋も愛も性も、どうしよういつまでたっても守りきれないよいつかは消えてしまうやはり僕は1人では抱えきれないものばかりで強くなれない身体に強さを求めてこの頼りない翼広げて迎えに来たんだよ会いに来たんだよ今はまだ飛べない鳥だけど最低でも、君だけは守れるように最低でも、君だけは守れるように憂鬱なモーニングそれとスローに変わり始めたいつまでたっても笑えないなぁ世界が腐りそうなんだ悲しい物語なんて幼い頃に聞き飽きたよ優しい誰かの囁きで涙が出た 今もう隠せない何かを抱え迎えに行くんだよ会いに行くんだよ今はまだ伝えられないけど最悪でも、僕だけはここにいるから最悪でも、僕だけはここにいるから失うものが君だとしたら僕が世界のどこかに君だけの居場所をつくってあげる失うものが僕だとしたら僕が君を守れたという証拠になるでしょうこの頼りない翼広げて迎えに来たんだよ会いに来たんだよ今はまだ飛べない鳥だけど最低でも、君だけは守れるようにもう隠せない何かを抱え迎えに行くんだよ会いに行くんだよ今はまだ伝えられないけど最悪でも、僕だけはここにいるから最悪でも、僕だけはここにいるから今日も生きているのです僕は僕の守り方を知りましたそして君の側にいると決めました,4
あいみょん,貴方解剖純愛歌 ～死ね～,あなたの両腕を切り落として　私の腰に巻き付ければあなたはもう二度と　他の女を抱けないわあなたの両目をくり抜いて　私のポッケに入れたならあなたの最後の記憶は　私であるはずよね逃さないよ　離さないよ　私だけのあなたになるの今すぐ部屋においでねえ？　どうしてそばに来てくれないの死ね。　私を好きじゃないのならばあなたの心臓をえぐりとって　私のネックレスにしたなら私が眠るその時まで　あなたを感じられるどこに行くの　行かせないよ　私だけが隣にいたいのいいから部屋においでねえ？　どうして私から逃げ出すの死ね。　あなたを愛しているのに誰にもあげない　触れさせやしないあなたがもしも他の人と手を繋いでるのを見たら指を喰いちぎるわ足を引き裂き　歩かせやしない唇を縫い　私だけのキスを味わえばいいのねえ？　私はどこかおかしいですか好きすぎて　あなたが欲しすぎてねえ？　どうしてそばに来てくれないの死ね。　私を好きじゃないのならば,4
あいみょん,あなたのために,あなたのためについた嘘あなたのために変えた過去あなたのために泣いた夜あなたのために悩んだ今日あなたのために　作ったチョコあなたのために待った時間あなたのために笑った朝あなたのために願った明日手を振って別れてまるでまた今度すぐ会うみたいに風が強く吹くたびに邪魔くさいものあなたのためにのばした髪は今では傷んで枝分かれて今週末切ろうと思うのもう誰のものでもないわたしあなたはきっと分かってたわたしの重さに気づいてた時々わたしも気づいてたあなたのうんざり伝わってた腕を掴んで　首振ってまるで駄々をこねる子どもみたいに涙と絡まって邪魔くさいものあなたのために覚えたメイク今では枯れた砂漠のように涙流しても乾いてしまうもう誰にも求められないわいい加減に忘れて早くこの匂いにも慣れたい嫌いと投げた携帯には好きとしか書いてないのになあなたのためにのばした髪は今では傷んで枝分かれて今週末切ろうと思うのもう誰のものでもないわたしもう誰のものでもないわたしあなたのためについた嘘はわたしのため,4
あいみょん,いいことしましょ,あなたを部屋に連れ込んでいいことしましょ　いいことしましょあなたが部屋に来る前に片付けをしてスペースを作るあなたが部屋に来る時は母がきまって顔をしかめる大丈夫心配ないわ静かにしてるから優しい愛で　この膨らみに触れてかすかな吐息で　聞こえないようにあなたを部屋に呼ぶことは何を意味する　わかってるでしょあなたこそ期待してるじゃん隠しても気持ち膨れ上がってるすべらせるその手で　私を惑わせて音を立てぬように　気づかれないように半分とじた目で　あの丘をこえたいの一人じゃいけないわ　ほら　ここに来て優しい愛で　この膨らみに触れてかすかな吐息で　聞こえないようにすべらせるその手で　私を惑わせて音を立てぬように　気づかれないようにあなたを部屋に連れ込んでいいことしましょ　いいことしましょ,4
あいみょん,生きていたんだよな,二日前このへんで飛び降り自殺した人のニュースが流れてきた血まみれセーラー　濡れ衣センコーたちまちここらはネットの餌食「危ないですから離れてください」そのセリフが集合の合図なのにな馬鹿騒ぎした奴らがアホみたいに撮りまくった冷たいアスファルトに流れるあの血の何とも言えない赤さが綺麗で　綺麗で泣いてしまったんだ泣いてしまったんだ何にも知らないブラウン管の外側で生きて生きて生きて生きて生きて生きて生きて生きていたんだよな最後のサヨナラは他の誰でもなく自分に叫んだんだろう彼女が最後に流した涙生きた証の赤い血は何も知らない大人たちに二秒で拭き取られてしまう立ち入り禁止の黄色いテープ「ドラマでしかみたことなーい」そんな言葉が飛び交う中でいま彼女はいったい何を思っているんだろう遠くで　遠くで泣きたくなったんだ泣きたくなったんだ長いはずの一日がもう暮れる生きて生きて生きて生きて生きて生きて生きて生きていたんだよな新しい何かが始まる時消えたくなっちゃうのかな「今ある命を精一杯生きなさい」なんて綺麗事だな。精一杯勇気を振り絞って彼女は空を飛んだ鳥になって　雲をつかんで風になって　遥遠くへ希望を抱いて飛んだ生きて生きて生きて生きて生きて生きて生きて生きていたんだよな新しい何かが始まる時消えたくなっちゃうのかな生きて生きて生きて生きて生きて生きて生きて生きていたんだよな最後のサヨナラは他の誰でもなく自分に叫んだんだろうサヨナラ　サヨナラ,4
あいみょん,いつまでも,「死んだ友達がさぁ」って語れば売れんのか？結局この世の表現ってのは同情だけで成り立ってんのかなあ「本気でやってんだ」って叫んでも結果がなきゃ大人は見捨てる結局腐りやすい生物でしかないから生き急ぐ21どれだけ最低でどれだけ最悪な生き方でもいい死んだ後に天才だったなんて死んでも言われたくないもんな「昔は貧乏でさぁ」って話せば泣けんのか？結局この世の表現ってのは同情だけで成り立ってんのかなあそれなりの生活やありきたりなごまかし方で今を生きるクソみたいな歌だと貶してくれよまだまだ燃えていたいんだどれだけ最低でどれだけ最悪な生き方でもいい死んだ後に天才だったなんて死んでも言われたくないもんなそうだよなそうなんだまだまだ燃えていたいんだ,4
あいみょん,インタビュー,馬鹿にされてきた自覚があるからそんなことではへこたれないむかし、むかしなら命捨てちゃってって、考えていたんだと思います成長しましたねよく言われる言葉No.1そんなつもりは無かったんですけどね！カッコ、わらい声にならない声で歌にできない歌をよく眠る前に唱えた馬鹿にされてきて舐めに舐められてあいつら全員もう大嫌いだけど事実上の負け感じた時だってちゃんと笑えていたのが自分です大人だねよく言われる言葉No.2そうですかね？そんな事もないですけど！カッコ、わらい人になれない人です嘘がないのも嘘ですそれでも進むのは前です馬鹿にされてきた自覚が結構あるからそんなことでは全然へこたれないんですよねでも、たぶん昔とかやったら死んでまおうかな！とか、めっちゃ考えたんやと思います(笑)声にならない声で歌にできない歌を夢にできない夢も愛にならない愛もよく眠る前に唱えた,4
あいみょん,お互い様やん,どこみてんの胸の谷間なら私にくらいあるわいつかくらわす　平手打ち何やってんのあの店員に　私のことほっといてマジでムカつく　先帰るそれでへらへら謝ってきて許しちゃう私も　なんか嫌お互い様やんそれ　お互い様やんお互い結局めっちゃ　好きなんやんあきれるよお前の買い物の長さは一日じゃ足りない俺ってついてくる　意味あるの？ケンカしたらしたで　すぐに無視をする面倒なやつマジでムカつく　今日は帰るそれでミテみてこれ見てって顔見るとなんだか　許しちゃうのが嫌お互い様やんそれ　お互い様やんお互い結局めっちゃ　好きなんやんそれでは  お幸せにっ,4
あいみょん,おっぱい,お母さん　お母さんいつになったら私はおっぱいが大きくなるのかな？教えてよお父さん　お父さんどうして最近一緒にお風呂に入ってくれないの？教えてよ男子が話をしているのあの子はでかいとか　小さいとかなぜだろ少し前かがむ意識してないふりして意識する揺れるたびに　オトナになり揺れるたびに　オンナになる揺れるたびに　変わってゆく揺れるたびに　愛おしくてお母さん　お母さん何これ？スポブラ？蒸れるし透けるしいらないよこれいらないお父さん　お父さんごめん何故だか一緒にお風呂には入りたくない不思議だなみるみるうちに　膨らんでまさか破裂しちゃうんじゃないかって心配で私心配でだけど悪い気はしない揺れるたびに　胸が痛い揺れるたびに　視線が痛い揺れるたびに　変わってゆく揺れるたびに　愛おしくていつの間にか　A　B　C　D.....変なあだ名がついちゃったり女子たちの最終兵器邪魔だし嫌いな時もあるけれど揺れるたびに　あの人見て揺れるたびに　あの人見る揺れるんじゃなくて揺らしてみる揺れるたびにあの人は見ている揺れるたびに　オトナになり揺れるたびに　オンナになる揺れるたびに　変わってゆく揺れるたびに　愛おしくて愛おしくて,4
あいみょん,風のささやき,このまま朝が来なけりゃいいのにうずくまってる真っ暗な布団の中でまたあいつとあいつをぶん殴ってやったそれでも変わらない生活に一生のお願いとか使えたならこの先を僕じゃない誰かに変えて適当に買ったコンパス眺めるだけの時間聞いたことのない名前のタバコをふかす散歩に行くのも命がけだなああ今日は泣いてみようかな風のささやき　耳障りだ僕のことなんも知らないくせにふざけんなティファニーブルーの空の下追い続けている馬鹿な夢手に届きそうで届かないなあいつの日も夢はあるかあるかと問う髭もじゃがいるし邪魔くさくても触れる事ができない現実があってタイムカードはこんなに真っ黒に埋まってんのに今日もポケットの中は紙クズ銅メダル真面目なふりしたドクター聞き飽きた台詞ばかり震えそうな手を握りしつこく僕に言う「何かあればまたおいでよ」結局そんなもんなんだな雲は流れる　足早にね僕のことまるで知ってるように笑うなよ頑張れなんて言うなよクソが死に物狂いで生きてんだそう簡単に言わないでおくれ風のささやき　耳障りだ僕のことなんも知らないくせにふざけんなティファニーブルーの空の下追い続けている馬鹿な夢手に届きそうで届かないなあもう少しだけ頑張ってみるさ僕の居場所はどこだい,4
あいみょん,君がいない夜を越えられやしない,君を抱いた夜は眠れないよキスをしていたいなあ胸のやわらかさとか吐息とか耳にまだくらいついてるから足を絡めて探りあてる心地良い二人の触れる場所もう君がいない夜を越えられやしない朝の眩しい青い空と脱ぎ捨てられた下着が光る日々がずっとずっと続けばいいなあ背中合わせながら夢を語るどんな顔してるのかな今すぐ抱きしめてこのまま二日ほどこのままでいたい好きすぎる事が嫌になる嫌われることを恐れてるもう君がいない夜を越えられやしない目を閉じるのは簡単だけどさ瞼の裏はもう飽きるほどにずっとずっと君を映しているよもう君がいない夜を越えられやしない目を閉じるのは簡単だけどさ瞼の下はもう寝不足だよどうかずっとずっとそばにいてよもう君がいない夜を越えられやしない朝の眩しい青い空と脱ぎ捨てられた下着が光る日々がずっとずっと続けばいいなあ,4
あいみょん,君のこゝろ,まだまだまだまだ見えない君のこゝろがまだまだまだまだ見えない僕のこの腐った目じゃ君を痛めつけるものを全部見つけだしてさ守ってあげたいまだまだまだまだ見えない君のこゝろが君の闇の門を取って優しい音だけの世界で歌ってあげたいまだまだまだまだ見えない君のこゝろがまだまだまだまだ見えない君のこゝろが,4
あいみょん,君はロックを聴かない,少し寂しそうな君にこんな歌を聴かせよう手を叩く合図雑なサプライズ僕なりの精一杯埃まみれ ドーナツ盤にはあの日の夢が踊る真面目に針を落とす息を止めすぎたぜさあ腰を下ろしてよフツフツと鳴り出す青春の音乾いたメロディで踊ろうよ君はロックなんか聴かないと思いながら少しでも僕に近づいてほしくてロックなんか聴かないと思うけれども僕はこんな歌であんな歌で恋を乗り越えてきた僕の心臓のBPMは190になったぞ君は気づくのかい？なぜ今笑うんだい？嘘みたいに泳ぐ目ダラダラと流れる青春の音乾いたメロディは止まないぜ君はロックなんか聴かないと思いながらあと少し僕に近づいてほしくてロックなんか聴かないと思うけれども僕はこんな歌であんな歌で恋に焦がれてきたんだ君がロックなんか聴かないこと知ってるけど恋人のように寄り添ってほしくてロックなんか聴かないと思うけれども僕はこんな歌であんな歌でまた胸が痛いんだ君はロックなんか聴かないと思いながら少しでも僕に近づいてほしくてロックなんか聴かないと思うけれども僕はこんな歌であんな歌で恋を乗り越えてきた,4
あいみょん,今日の芸術,ポラロイドカメラを手にした高校卒業の春に嫌いな人と縁を切りこれでバンザイハッピーエンドだぜララバイ猫じゃらしで遊ぶように筆をタクトのように振る好きな人をわざと傷つけできたものが感動を産んだ見たもの全てに頷いて見たもの全てを批判せよ爆発を起こす線を切るそれは　赤か　白か　イエローか後ろ指さされたらその手に花束を持たせてやれ今日も芸術だ期待なんてしてないさそんなものすり潰して液体にする“良い事をした”と思えばそれはもう優しさじゃない言葉は鋭い刃になれば歴史を動かすものになる爆発的な歌を歌おうそれは愛か　我か　友情か目の前にあるキャンパスに何も描かなくてもいいそれも芸術だ上手くいきすぎる恋愛なんて燃え上りもしないだろう地獄のような修羅場があるから生々しく愛しあう山あり谷ありの人生の方が山にも谷にも行けるだろ絵の具がそろってちゃ面白くないだろ見たもの全てに頷いて見たもの全てを批判せよ爆発を起こす線を切るそれは　赤か　白か　イエローか後ろ指さされたらその手に花束を持たせてやれ今日も芸術だ今日も芸術だ今日も芸術だ,4
あいみょん,GOOD NIGHT BABY,さよならの後が心地いいようにキスはしないでおこう?2人きりだけどさよならの後に会いたくなるようにキスは我慢しておこう「グッドなナイトにしなよ ベイベー」と 吐き捨てたくせに恋しくなるのは僕さ息切らし走る 君が手を振る今日が終わっていくほら もう君に会いたくて恋しくてこのまま走り始めたスタート地点に戻って後ろ姿の君を見るだけでもいいのさ愛してる人の後ろ姿にまた恋するのさベイベー街を歩こうかどこまでいこうか耳にタコな話して2人きりでどうだ落ち着け落ち着け冷静を装ってキスは我慢しておこう「グッドなナイトにしたいよ 今日は 」と 吐き捨てたかったでも体は馬鹿正直だ息を呑み歩く 君は笑ってる時間が止まりそうだほら もう君に触れたくて恋しくてこのまま手を引き寄せても良いかななんて考える後ろ姿の君が手を振り笑う君が愛しい人だと強く頷いた君が好きだこれからの僕らの未来に期待したい いつか叶えたい夢ばかりの今をとりあえず君と過ごしたいほら　もう君の横顔が恋しくてこのまま抱きしめた勢いで...なんて考える後ろ姿の君が手を振り笑う君が愛しい人なんだまだまだずっとこれからもずっとずっと大切さほらもう君に会いたくて恋しくて このまま走り始めたスタート地点に戻って後ろ姿の君を見るだけでもいいのさ愛してる人の後ろ姿にまた恋するのさベイベーGOOD NIGHT BABY,4
あいみょん,鯉,逃がした魚が大きいと私の心もすっかりぽっかり馬鹿でかい穴が空くよ魅力的だと言ったでしょ？私のこの眼をじゃあ見つめてみて眼で確かめてねねぇ　ね。街角で彷徨うシンデレラもうそう思うしかない行ったり来たりのハイヒール折れてしまうわ耳をすませばワンコール少しの光がキラキラと私の前に現れるのを待っちゃってますなれない　なれないあなたのものにはなれないいらない　いらないそんなヤケクソなんてああ　ジーザス　こんな結末を誰が予想しましたかああ　結局私がチョロいと思われて完結、ああ最低なフライデーすり抜けてなんとか過ごしてるああ　言いたいこと聞きたい事を抱えながら待っちゃってますなれない　なれないあなたのものにはなれないいらない　いらないこんなヤケクソなんてああ　ジーザス　こんな結末に望み一欠片もないのああ　結局私がチョロいの思われて当然、ああなれない　なれないあなたのものにはなれないいらない　いらないそんなヤケクソなんてああ　ジーザス　こんな結末を誰が予想しましたかああ　結局私がチョロいと思われて完結ああ　ジーザス　こんな結末に望み一欠片ないの結局　私がチョロいの思われて当然、ああ,4
あいみょん,恋をしたから,忘れられないものなどなくて譲りきれない思い出ばかりでいい加減に諦めなさいなんて簡単に言わないで夕方の匂いが苦しくて夕飯も喉を通らなくってね絵に描いたようにほら私ほんと簡単に泣いている恋をしたから空が綺麗と思えた恋をしたから明日が大好きだった恋をしたから貴方を知れた当たり前なんてものはなくていつか失うこともあるわけでその上で貴方を見つけたこと運命に感じていたよさらに言えば私は貴方を貴方が思う以上に大好きで好きで　好きで　好きで今　とても　辛いのです恋をしたから空が寂しく思えた恋をしたから明日が少し怖かった恋をしたから恋をしたから覚めないでほしい夢も見たわ1人歩く影に貴方を求めた寂しさも苦しさも恋しさも愛しさも全て恋をしたから恋をしたから忘れられないものなどなくて譲りきれない思い出ばかりで当たり前なんてものはなくていつか失うこともあるわけで,4
あいみょん,今夜このまま,苦いようで甘いようなこの泡にくぐらせる想いが弾ける体は言う事を聞かない「いかないで」って走ってゆければいいのに広いようで狭いようなこの場所は言いたい事も喉に詰まる体が帰りたいと嘆く「いかないで」って叫んでくれる人がいればなぁ抜け出せない抜けきれないよくある話じゃ終われない簡単に冷める気もないからとりあえずアレ下さい消えない想いは軽く火照らせて飛ばして指先から始まる何かに期待して泳いでく　溺れてく今夜はこのまま泡の中で眠れたらなぁだんだん息もできなくなって心の壁も穴だらけで制御不能　結構不幸？自暴自棄　です。そんなに多くはいらないから幸せの横棒ひとつくらいで満たされたい　満たしてみたい乱されたい　会いたいいつかの誰かにやるせないやりきれないよくある話じゃ終われない簡単に辞める気もないからとりあえずアレ下さい言えない想いは軽く飲み込んで　隠しちゃって鼻の先に取り付いた本音に油断して抱かれてく　騙されてく今夜の夜風に吹かれながら　揺れながらねぇ　もう　帰ろう　帰ろう影も　もう　ねぇ　薄くなって結局　味のない　味気のない夜が眠る癒えない想いが加速するばかりなんだ止められない放たれてく　夜になる私はこのまま消えない想いは軽く火照らせて飛ばして指先から始まる何かに期待して泳いでく　溺れてく今夜はこのまま泡の中で眠れたらなぁ誰かの腕の中で甘い夢を見ながら眠れたらなぁ,4
あいみょん,桜が降る夜は,「4月の夜はまだ少し肌寒いね」そう語り合う　微妙な距離の2人どこかで聞いた噂話に悩まされて危険な道ほど進みたくなる私だけど声に乗せたい気持ちが冷たい風に流されざわつく川沿いをなぞり歩く桜が降る夜は貴方に会いたい、と思いますどうして？と聞かれても分からないのが恋でこの体ごと貴方に恋してるそれだけは分かるのです4月の夜に2人はもう会えないかな遠くに見える貴方はまるで知らない誰か真面目な顔は好きだけど今は見たくない新しい色に染まるのは桜だけでいいだけどいつかは散ってしまうといい加減に気づきますでも貴方の心に雨は降らないで？寂しい夜を1人桜の花がヒラリ、踊ってる私の味方をしてよ心から思うこと今伝えるべきなのか考えている間に春は終わる桜が降る夜は貴方に会いたい、と思いますどうして？と聞かれても分からないのが恋でこの体ごと貴方に恋してるそれだけは分かるのです,4
あいみょん,皐月,五月雨　皐月の花は綺麗に　咲いて　咲いていました寂しさ満たせる人は隣に　いない　いない　いないわどうか　この世界のどこかに私が濡れないように傘をさしてくれる人がいるといいな　いるといいなスローモーションで　時よ進めくだらないことは　全部すり抜けたいのぶつかんないでね　悪い者はお断りだからスローモーションで　時よ進め五月雨　皐月の花は優しく　咲いて　咲いていました寒さもようやく終わって緑が　笑って　笑って　暮れてくもしも　この世界のどこかに私が苦しくないように肩を貸してくれる人がいるといいな　いるといいなストップモーションで　時を刻めつまんないことは　全部飛ばしちゃいたいの邪魔はしないでね　怖い者はお断りだからストップモーションで　時を刻めどうか　この世界のどこかに私が濡れないように傘をさしてくれる人がいるといいな　いるといいなスローモーションで　時よ進めくだらないことは　全部すり抜けたいのぶつかんないでね　悪い者はお断りだからスローモーションで　時よ進め五月雨　皐月の花は綺麗に　散って　散ってしまった寂しさ満たせる人は隣に　いない　いない　いないわ,4
あいみょん,さよならの今日に,泥まみれの過去が纏わりつく日々だ鈍くなった足でゴールのない山を登る恋い焦がれたこと夢に起きてまた夢見たことこれまでを切り取るように頭の中を巡る明日が来ることは解る昨日が戻らないのも知ってるできれば　やり直したいけれど切り捨てた何かで今があるなら「もう一度」だなんてそんな我儘　言わないでおくけどなそれでもどこかで今も求めているものがある不滅のロックスター永遠のキングは明日をどう生きただろうか傷だらけの空がやけに染みていく今日鈍くなった足で河川敷をなぞり歩く涙がでることは解る気持ちが戻らないのも知ってるそれなら　辞めてしまいたいけれど残された何かで今が変わるなら「もう一度」だなんてそんな情けは言わないでおくけどなそれでもどこかで今も望んでいる事がある伝説のプロボクサー謎に満ちたあいつは明日をどう乗り越えたかな吹く風にまかせ目を閉じて踊れ甘いカクテル色の空を仰げそんな声が聞こえる切り捨てた何かを拾い集めてももう二度と戻る事はないと解っているのにな切り捨てた何かで今があるなら「もう一度」だなんてそんな我儘　言わないでおくけどなそれでもどこかで今も求めているものがある不滅のロックスター永遠のキングは明日をどう生きただろうか伝説のプロボクサー謎に満ちたあいつは明日をどう乗り越えたかな,4
あいみょん,3636,嫌になったの？私と過ごす日々を飽きてしまったの？なんのアレンジも効いてない日々につまんなくて　嫌になったのかな今日の帰りは何時？嫌になったの？私の無駄な早起きとか寝癖うざったくなったの？なんのアレンジもしてない髪もダマになってて　嫌になったのかな女の子は大変だ毎日の楽しさに　自惚れすぎたね幸せの海で　浮かれすぎたよ宅配ボックスの5番のとこいつもの暗証番号で閉じ込めてる　2人の思い出宅配ボックスが開かないのです私が固く閉ざしたその扉　簡単には開かないのです苦手だったの？私の作る朝ごはんの味も飽きてしまったの？なんのアレンジも効いてないからさ胃が苦しくて　嫌になったのかな今日はカレーライスだよ幸せの味付けを調べてみたんだけどそれぞれの“さじ”加減らしいからさ宅配ボックスの2番のとこいつもより小さいその部屋に閉じ込めてる　あなたの面影宅配ボックスが開かないのですあなたが固く閉ざしたその心　簡単には開かないのですいつの間にやら2人の合言葉も合鍵も相槌もなくなったね静かになってしまったこの部屋は2人の恋を詰めていた箱になったね宅配ボックスの5番のとこいつもの暗証番号で閉じ込めてる　2人の思い出宅配ボックスが開かないのです私が固く閉ざしたその扉　簡単には開かないのです,4
